date,tweet_id,tweet,username,replies_score,retweet_score,likes_score,quotes_score
2023-01-13 23:57:54+00:00,1614049128610250754,"#325dayofwar

⚡Russians are trying to find partisans in the frontline cities - SPROTYV

Source:https://t.co/6Xjvsr2WrN🔗

#UkraineWar #StandWithUkraine #UkraineRussiaWar #Ukraine #StopRussiaNOW #RussiaIsATerroristState #russiaisaterrorisstate https://t.co/ZBHRaPgTpD",BlogUkraine,0,0,7,0
2023-01-12 23:59:45+00:00,1613687208107458563,"12.01.2023  #ukraine #russia #ukrainewar
This footage released by 71st Separate Jager Brigade of the Airborne Assault Troops of Ukraine reportedly shows a brave Ukrainian Paratrooper carrying his fellow injured soldier out of danger. 
https://t.co/O6PouGWphj",ArnKT666,0,0,0,0
2023-01-12 23:59:03+00:00,1613687029329723392,Putin Signals Impatience Over Ukraine War In Commander Switch https://t.co/x9EzDKePTr,nmichaelross,0,0,0,0
2023-01-11 23:59:34+00:00,1613324771982282753,"(Denys Davydov) Update from #Ukraine | Good news Leopard 2 Tanks delivery | Bad news Soledar 

https://t.co/M7yNu9E9tN

#news #UkraineWar #SlavaUkraini #Stoprussia #Stopputin #russiawar #UkraineNews #UkrainerussiaWar #EuroNews #WorldNews #EuropeNews #russia #Donbas",4TheRecordUK,0,0,0,0
2023-01-11 23:58:44+00:00,1613324560652435456,"🇺🇦Reportedly the footage shows Ukrainian troops retreating from the village of #Podgorodnoye near #Bakhmut 

#UkrainianArmy #RussianArmy #UkraineWar #Ukraine #RussiaUkraineWar #ukrainewarvideos #Russia #RussiaWar #ZelenskyyWarCriminal #PutinWarCriminal https://t.co/uNo0SIN1TY",ManojKu40226010,0,2,3,0
2023-01-10 23:58:34+00:00,1612962130763866118,Ukraine war: Conflicting claims over embattled town of Soledar - BBC #news https://t.co/F6ua6YZj46,condorbox,0,0,0,0
2023-01-10 23:57:50+00:00,1612961949892886531,"Ukraine war: Russia close to capturing Soledar, tensions with West increase https://t.co/1HhcN2OG8I",xyzaerialphoto,0,0,0,0
2023-01-09 23:59:30+00:00,1612599979939598338,"A powerful explosion thundered at the ammunition depot of the Ukrainian army in Ochakiv, Mykolaiv region.

The shock wave damaged approximately 50 houses

#Ukraine #UkraineRussiaWar #StandWithUkraine #UkraineWar #NATO #kyiv #Kherson https://t.co/scpllGnmez",2536luis,1,1,0,0
2023-01-09 23:58:46+00:00,1612599794496675840,"Russia's February 24 incursion into Ukraine and subsequent war that has been going on for eleven months was masterminded in Washington - Russia's Security Council
https://t.co/d0xtBuqncm

#Kherson #Kharkiv #Odessa #Mykolayiv #UkraineWar #Ukraine️",RadioJustBack,0,0,0,0
2023-01-08 23:59:53+00:00,1612237686504300544,".@KyivIndependent:
Official: #KinburnSpit at #Dnipro delta ""remains #frontline"", islands contested.

#Ukraine #War #Russie #RussianUkrainianWar #UkraineUnderAttack #StopRussia #StopWar #RussiaUkraineWar",GSqueri,1,0,0,0
